customer_id,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0418,2024-12-25,22.71,Overdue,28.84,46,148,True
C0593,2025-01-02,177.75,Due,19.9,313,141,True
C0098,2025-05-23,48.72,Overdue,22.78,257,8,True
C0788,2024-06-22,161.45,Overdue,46.72,239,101,True
C0664,2025-01-29,136.44,Due,81.65,40,178,True
C0997,2024-06-07,38.33,Paid,69.18,223,71,True
C0181,2024-08-09,59.6,Paid,50.56,492,186,True
C0115,2024-06-25,77.33,Overdue,48.51,456,191,True
C0772,2024-12-07,111.95,Overdue,28.7,193,143,True
C0042,2025-03-09,88.68,Due,49.31,374,44,False
C0070,2024-10-03,134.8,Overdue,42.86,81,174,True
C0284,2024-10-21,143.98,Paid,82.31,4,118,False
C0687,2025-03-30,184.96,Overdue,41.89,2,171,False
C0262,2024-07-25,143.15,Paid,42.13,179,190,True
C0871,2024-08-09,154.5,Overdue,80.38,41,158,False
C0638,2024-10-26,12.69,Due,82.27,154,56,False
C0531,2025-03-21,37.38,Paid,93.37,124,168,False
C0039,2024-10-23,10.54,Due,66.01,185,127,True
C0470,2025-01-27,107.01,Due,2.17,439,7,True
C0974,2025-04-09,57.48,Paid,23.61,400,8,False
C0670,2025-03-25,148.24,Paid,92.06,144,133,False
C0910,2024-09-02,118.7,Paid,40.64,413,129,True
C0590,2025-05-05,118.27,Paid,20.03,248,27,False
C0371,2025-04-24,27.68,Due,58.9,446,25,True
C0247,2025-03-18,125.39,Overdue,90.77,57,107,True
C0996,2025-01-19,180.18,Overdue,41.34,417,84,False
C0765,2024-12-28,39.74,Due,19.48,321,198,True
C0802,2024-10-15,79.99,Due,32.07,298,191,False
C0051,2024-10-07,98.94,Overdue,4.87,206,133,False
C0700,2024-12-02,47.4,Paid,66.99,133,189,False
C0890,2024-11-16,40.06,Overdue,30.86,387,92,True
C0065,2025-02-22,162.62,Paid,71.91,306,174,True
C0693,2024-09-06,195.74,Paid,5.18,141,176,True
C0908,2024-09-24,156.19,Overdue,27.76,476,9,False
C0529,2024-10-08,85.92,Overdue,21.42,198,16,True
C0443,2024-08-08,100.91,Due,5.83,216,69,False
C0338,2025-03-08,98.26,Overdue,91.45,109,137,True
C0344,2024-07-24,10.8,Paid,2.17,464,67,True
C0853,2024-07-28,95.12,Overdue,67.5,68,8,True
C0075,2025-05-14,122.49,Overdue,72.18,102,44,True
C0952,2024-12-11,158.61,Paid,17.02,213,75,True
C0805,2024-10-02,169.76,Paid,44.98,129,198,True
C0851,2024-08-05,196.8,Overdue,76.66,268,96,False
C0636,2024-10-15,95.48,Paid,67.99,322,85,False
C0290,2024-09-17,131.31,Overdue,45.83,244,144,True
C0145,2025-05-26,124.87,Due,54.23,49,2,False
C0483,2025-05-10,114.41,Overdue,3.95,365,169,True
C0955,2025-04-15,39.36,Paid,24.55,223,33,False
C0259,2024-07-03,194.48,Overdue,18.77,299,104,True
C0665,2024-10-05,161.12,Due,85.23,242,23,True
C0560,2025-01-20,67.15,Overdue,81.1,266,63,False
C0485,2024-09-03,188.04,Due,72.19,359,115,True
C0073,2024-11-08,96.9,Due,27.34,499,46,True
C0152,2025-03-31,102.36,Paid,95.81,256,21,True
C0582,2025-04-24,93.29,Due,31.78,337,57,True
C0600,2025-05-30,34.28,Paid,95.64,241,109,True
C0697,2024-10-06,160.75,Overdue,98.4,454,34,True
C0480,2024-08-30,40.17,Due,34.04,466,134,True
C0135,2025-04-24,64.51,Due,22.98,153,77,False
C0807,2024-10-24,61.52,Paid,78.29,381,93,True
C0047,2024-11-29,183.22,Paid,51.67,177,88,False
C0596,2024-09-19,49.7,Overdue,67.08,57,174,False
C0487,2024-12-29,171.43,Paid,25.5,416,15,False
C0902,2025-02-27,178.91,Overdue,65.59,74,63,False
C0232,2024-10-20,79.78,Due,60.99,378,105,False
C0503,2025-03-06,147.94,Overdue,73.06,153,127,False
C0172,2025-04-29,139.98,Due,81.18,6,179,False
C0549,2025-01-16,115.48,Due,35.29,134,48,True
C0484,2024-09-19,187.04,Paid,2.29,195,135,False
C0823,2024-12-23,58.08,Paid,62.39,94,92,True
C0801,2024-10-09,189.49,Due,57.48,170,192,True
C0802,2024-09-24,14.32,Overdue,87.39,339,8,True
C0233,2025-05-15,120.74,Overdue,57.45,79,112,True
C0068,2025-03-28,19.78,Due,81.46,396,84,True
C0094,2024-06-28,172.38,Overdue,14.5,105,102,False
C0386,2025-01-23,34.01,Paid,6.75,334,44,True
C0079,2024-07-19,191.28,Due,2.6,489,80,True
C0493,2024-08-21,44.73,Due,26.57,338,161,True
C0549,2024-09-20,145.53,Overdue,36.92,190,61,True
C0414,2024-12-03,187.99,Paid,7.17,70,172,False
C0129,2025-01-27,75.4,Overdue,8.44,111,114,True
C0746,2025-03-26,120.17,Paid,87.08,232,45,False
C0961,2025-01-17,112.83,Paid,38.1,499,176,False
C0835,2024-11-18,55.69,Due,2.24,230,193,True
C0789,2025-05-16,85.94,Paid,8.36,492,95,False
C0539,2024-06-10,43.98,Paid,51.31,81,10,False
C0954,2024-08-26,41.04,Paid,53.74,98,29,False
C0813,2024-11-12,25.49,Due,46.35,433,192,False
C0416,2024-06-27,193.99,Due,88.87,361,37,False
C0644,2024-08-01,63.67,Paid,40.15,340,173,True
C0223,2024-08-01,155.11,Overdue,5.2,467,199,True
C0242,2024-12-15,161.71,Overdue,3.96,283,121,False
C0104,2024-09-24,131.33,Due,52.13,250,91,True
C0042,2024-12-30,136.12,Paid,17.29,492,24,False
C0061,2024-10-23,51.9,Paid,9.45,2,150,True
C0470,2025-04-02,95.66,Overdue,70.67,134,88,False
C0993,2024-07-03,95.68,Due,49.71,103,83,True
C0559,2025-03-01,159.36,Due,87.07,129,197,True
C0365,2024-12-27,156.01,Overdue,86.1,59,18,True
C0420,2025-02-24,141.4,Due,80.17,52,190,False
C0135,2025-05-05,138.02,Due,95.75,258,110,False
C0029,2025-03-02,97.95,Overdue,80.39,340,77,False
C0384,2025-05-17,162.35,Due,93.5,442,41,True
C0043,2025-03-14,192.17,Overdue,6.78,54,183,True
C0777,2025-04-08,43.07,Overdue,88.41,354,61,True
C0177,2025-01-02,183.69,Due,35.08,252,67,True
C0857,2024-08-01,166.76,Overdue,84.43,346,191,True
C0154,2024-07-02,48.25,Due,49.15,472,30,True
C0853,2024-11-25,153.17,Due,66.99,310,132,True
C0932,2024-10-18,102.0,Overdue,5.91,456,29,True
C0930,2024-12-22,105.62,Overdue,90.25,287,55,True
C0201,2025-04-04,63.2,Overdue,64.89,491,94,True
C0544,2025-02-22,21.12,Overdue,41.56,400,60,False
C0392,2025-04-14,16.24,Paid,2.01,445,150,False
C0141,2024-10-26,54.93,Due,18.6,406,146,False
C0962,2024-09-02,151.59,Paid,59.45,87,95,False
C0658,2024-06-26,184.98,Paid,25.23,234,69,True
C0596,2025-02-01,101.96,Paid,50.27,323,21,True
C0535,2025-01-23,88.35,Overdue,40.2,347,178,False
C0336,2025-05-01,165.84,Overdue,15.17,471,62,False
C0564,2024-11-26,182.87,Due,36.45,368,111,True
C0704,2025-02-28,34.37,Due,74.56,67,95,True
C0116,2025-01-11,122.33,Due,73.57,124,50,True
C0024,2024-07-13,123.99,Paid,8.97,16,65,False
C0334,2025-05-20,40.43,Overdue,51.72,224,67,True
C0285,2024-08-30,197.99,Due,88.01,236,198,False
C0053,2024-09-27,10.16,Due,45.8,4,121,False
C0123,2025-03-11,73.19,Overdue,60.18,154,118,True
C0588,2024-08-11,48.97,Overdue,42.57,252,61,False
C0122,2025-01-07,198.73,Overdue,61.92,46,50,True
C0999,2024-06-09,134.44,Overdue,26.48,383,104,True
C0327,2024-10-11,34.77,Paid,9.24,48,144,True
C0827,2025-04-16,106.39,Due,92.8,113,59,True
C0461,2024-06-29,133.87,Overdue,51.48,176,80,False
C0558,2024-10-22,40.64,Paid,24.14,11,93,True
C0957,2025-05-11,40.54,Due,93.79,382,52,True
C0330,2024-07-21,109.28,Overdue,79.93,113,62,False
C0322,2025-01-05,99.61,Overdue,91.28,63,55,True
C0004,2024-10-10,142.7,Overdue,43.75,430,69,False
C0269,2024-09-14,112.18,Paid,53.5,460,24,False
C0960,2024-09-22,134.87,Due,80.29,41,134,False
C0530,2024-08-28,182.55,Paid,87.44,16,21,True
C0904,2024-10-04,110.23,Due,23.65,162,49,False
C0758,2024-11-28,77.43,Paid,58.06,474,138,False
C0707,2024-09-24,33.47,Due,87.58,72,11,False
C0333,2024-10-16,19.14,Overdue,94.38,482,107,True
C0080,2024-12-28,51.02,Overdue,66.44,51,46,False
C0042,2024-10-30,154.87,Paid,7.65,172,22,False
C0421,2024-08-17,125.95,Paid,42.23,312,49,True
C0248,2025-06-01,74.22,Paid,45.33,239,71,False
C0030,2025-01-28,142.25,Due,11.56,221,122,True
C0405,2024-12-17,19.21,Paid,66.81,11,131,True
C0302,2024-07-20,183.89,Paid,4.54,472,64,False
C0616,2024-12-13,71.57,Due,11.12,227,167,False
C0681,2025-01-07,137.75,Due,9.36,68,12,True
C0114,2024-11-11,49.57,Overdue,45.52,424,24,False
C0243,2024-09-19,109.16,Paid,21.12,403,85,True
C0198,2025-04-29,172.58,Overdue,57.87,276,85,False
C0499,2024-10-07,134.95,Paid,11.45,76,174,False
C0739,2024-06-09,109.67,Due,11.95,265,70,False
C0911,2024-10-08,103.83,Paid,77.98,129,194,True
C0432,2024-06-18,142.36,Overdue,17.11,309,151,False
C0231,2024-12-31,154.64,Overdue,54.49,303,91,False
C0891,2025-05-24,81.39,Overdue,30.17,235,63,False
C0421,2024-11-30,89.56,Due,43.93,149,24,True
C0784,2025-04-08,23.72,Overdue,73.82,366,73,True
C0416,2024-10-09,85.41,Paid,53.43,333,57,False
C0976,2024-09-07,132.76,Due,19.52,453,189,False
C0579,2024-12-15,132.9,Due,92.66,404,170,False
C0187,2024-09-23,166.98,Paid,11.49,434,160,True
C0183,2024-09-14,137.22,Overdue,56.25,301,24,True
C0362,2025-03-22,161.2,Overdue,49.81,221,77,False
C0847,2024-09-02,19.38,Paid,9.72,330,43,False
C0726,2024-10-12,139.15,Due,37.52,349,156,True
C0977,2024-08-10,38.8,Overdue,61.45,269,91,False
C0638,2025-05-30,34.24,Due,7.79,466,183,False
C0307,2025-05-11,120.33,Overdue,93.54,306,139,True
C0369,2024-06-13,166.87,Paid,56.13,331,116,False
C0856,2025-01-26,25.26,Overdue,40.77,435,30,False
C0858,2024-08-05,146.92,Paid,10.2,410,3,False
C0483,2024-06-12,151.89,Paid,49.22,362,49,False
C0875,2024-12-10,64.2,Paid,5.27,84,64,True
C0596,2024-06-28,109.95,Due,96.74,8,114,True
C0649,2024-09-08,152.87,Paid,19.91,492,26,True
C0398,2025-04-01,33.98,Overdue,66.21,211,74,False
C0154,2024-06-18,138.98,Paid,38.48,258,102,False
C0448,2025-05-13,115.89,Due,91.49,223,192,True
C0465,2025-05-13,127.59,Paid,11.78,459,32,True
C0299,2025-05-08,171.15,Due,5.68,477,36,False
C0972,2025-01-10,144.42,Paid,8.41,304,88,True
C0699,2025-02-09,63.54,Paid,34.16,305,114,False
C0616,2025-02-12,10.04,Paid,45.8,181,56,False
C0405,2025-02-12,184.07,Due,54.13,8,5,False
C0260,2025-03-23,197.86,Overdue,21.89,446,51,True
C0094,2025-03-19,185.52,Paid,65.81,448,170,True
C0503,2025-01-06,152.14,Paid,62.7,146,70,False
C0429,2024-06-19,61.08,Due,44.09,400,153,True
C0375,2025-05-03,26.24,Paid,24.52,279,13,True
C0151,2025-02-06,160.29,Paid,46.65,18,127,False
C0667,2024-06-04,32.53,Overdue,59.65,113,63,False
C0558,2024-09-28,84.35,Paid,76.36,277,192,True
C0572,2024-10-04,176.57,Due,59.48,93,188,False
C0452,2024-06-11,18.72,Due,59.87,263,45,False
C0371,2025-04-26,112.76,Paid,53.04,440,154,True
C0354,2025-04-30,151.84,Overdue,16.53,187,40,True
C0967,2025-03-03,33.59,Overdue,62.04,239,158,False
C0323,2024-06-18,101.77,Paid,34.5,460,192,True
C0774,2024-11-24,185.58,Paid,41.33,68,24,False
C0477,2024-07-19,190.48,Overdue,63.89,347,60,False
C0301,2024-10-16,183.79,Overdue,81.99,484,61,True
C0116,2024-12-04,110.82,Overdue,96.2,191,106,False
C0282,2025-05-12,161.3,Due,69.62,377,118,True
C0249,2024-11-03,32.92,Due,4.13,310,6,False
C0208,2025-05-12,155.22,Due,71.29,332,58,False
C0191,2024-11-19,171.45,Overdue,31.67,37,192,True
C0060,2025-03-26,190.97,Paid,2.41,147,147,True
C0135,2025-02-09,142.26,Paid,76.43,19,20,False
C0520,2025-03-16,116.6,Due,84.54,128,77,False
C0552,2024-08-04,30.52,Overdue,91.74,452,117,True
C0354,2025-05-20,112.98,Paid,6.1,408,73,True
C0617,2024-08-15,128.93,Paid,1.27,94,107,False
C0524,2025-02-24,112.59,Paid,31.9,185,167,False
C0799,2024-06-30,51.08,Due,10.45,311,80,True
C0062,2024-09-25,77.36,Overdue,44.79,434,113,False
C0328,2024-11-09,166.73,Paid,94.44,138,76,False
C0489,2024-07-04,52.04,Paid,61.87,171,148,False
C0346,2024-08-01,116.75,Paid,32.22,186,10,False
C0684,2024-12-10,56.77,Due,69.08,498,85,True
C0261,2024-09-22,121.02,Paid,40.81,360,116,True
C0323,2025-05-31,136.38,Overdue,1.46,116,61,True
C0834,2024-06-24,45.05,Overdue,84.6,179,172,False
C0201,2024-08-08,85.11,Due,66.1,146,4,True
C0489,2025-05-26,49.05,Paid,66.05,20,145,False
C0189,2025-05-05,165.78,Due,83.4,347,158,True
C0867,2024-08-31,19.92,Due,52.44,434,45,False
C0528,2024-10-19,110.68,Overdue,97.21,368,91,True
C0591,2024-11-27,133.76,Paid,30.73,107,186,True
C0624,2025-05-27,148.44,Paid,2.08,377,42,True
C0913,2024-09-01,169.51,Paid,22.25,187,37,False
C0042,2025-03-27,35.04,Paid,49.47,246,140,True
C0507,2024-06-25,122.8,Overdue,28.0,387,169,False
C0788,2024-06-23,186.75,Overdue,27.68,185,36,False
C0446,2024-12-09,179.12,Paid,83.75,486,71,True
C0337,2024-06-08,32.28,Paid,89.58,204,50,False
C0336,2024-06-26,144.26,Paid,17.1,374,161,False
C0531,2025-03-09,58.71,Paid,30.97,223,168,False
C0061,2024-07-27,24.51,Overdue,53.05,48,12,False
C0413,2025-01-11,147.06,Due,41.26,115,27,False
C0106,2024-07-02,159.38,Due,9.67,74,32,False
C0957,2024-06-26,31.02,Paid,75.39,109,83,True
C0874,2025-05-12,21.92,Paid,54.76,124,142,False
C0591,2025-03-07,129.83,Due,80.67,313,36,False
C0545,2025-02-24,190.8,Paid,75.16,11,81,True
C0416,2024-11-17,185.01,Overdue,82.09,36,25,False
C0787,2025-01-07,109.26,Paid,35.01,152,133,True
C0745,2024-12-27,107.16,Overdue,3.27,466,155,True
C0104,2025-01-20,82.83,Due,21.97,42,122,False
C0858,2025-03-25,143.78,Overdue,31.25,306,20,False
C0636,2024-11-06,45.25,Due,96.07,402,51,True
C0944,2024-07-25,116.77,Due,95.72,453,57,True
C0791,2024-07-25,46.32,Overdue,55.42,210,7,True
C0656,2024-06-21,20.49,Due,14.78,48,11,True
C0370,2024-08-11,73.5,Paid,97.75,300,20,True
C0347,2025-03-16,175.3,Overdue,82.59,80,136,False
C0657,2024-12-01,60.26,Paid,46.52,323,157,False
C0720,2025-05-06,30.95,Due,75.19,192,29,True
C0351,2025-04-25,43.03,Overdue,7.88,310,9,False
C0638,2024-06-20,93.38,Paid,69.79,320,8,True
C0737,2025-02-02,94.97,Paid,44.45,254,193,True
C0302,2024-09-16,20.86,Overdue,51.48,386,76,False
C0100,2024-06-30,26.69,Paid,96.69,37,140,False
C0224,2024-11-09,120.86,Due,83.05,151,138,True
C0379,2025-05-06,42.0,Due,26.47,365,86,False
C0246,2024-06-27,20.78,Overdue,23.16,497,125,True
C0084,2025-04-07,192.32,Due,1.69,442,32,False
C0845,2024-06-15,123.53,Paid,19.19,324,161,False
C0828,2025-02-16,128.32,Due,50.07,171,139,True
C0087,2025-02-24,61.87,Overdue,39.85,23,68,False
C0315,2024-06-25,144.86,Paid,79.93,193,116,True
C0720,2024-07-26,136.94,Paid,10.47,487,180,True
C0342,2025-03-21,16.75,Paid,95.5,157,17,True
C0117,2025-01-17,26.28,Overdue,53.22,61,115,True
C0463,2024-06-28,183.8,Overdue,59.75,97,51,False
C0114,2024-12-26,136.41,Due,41.13,114,30,False
C0995,2025-01-08,38.65,Due,57.17,175,158,True
C0253,2025-02-24,147.98,Paid,59.92,20,6,False
C0893,2024-10-07,30.64,Overdue,64.04,400,150,False
C0952,2025-02-27,142.64,Due,22.78,80,44,False
C0928,2024-11-07,76.52,Overdue,6.4,381,38,False
C0217,2024-10-06,81.04,Due,80.52,140,166,False
C0697,2024-06-04,99.05,Paid,86.77,76,29,True
C0019,2024-06-05,123.26,Overdue,82.22,240,45,True
C0710,2024-11-18,115.53,Overdue,12.15,52,34,True
C0177,2024-06-07,185.6,Overdue,43.97,174,196,True
C0598,2025-03-02,103.9,Paid,77.5,164,99,False
C0045,2024-09-13,162.23,Overdue,79.01,355,124,False
C0150,2025-05-26,77.32,Paid,90.89,393,129,False
C0797,2025-05-30,129.8,Due,31.74,449,141,True
C0597,2024-10-21,100.78,Paid,48.6,27,153,False
C0944,2025-03-09,15.73,Due,65.66,241,115,True
C0100,2025-03-20,57.11,Paid,40.42,204,139,False
C0923,2025-04-24,137.44,Paid,11.63,421,52,False
C0688,2024-08-13,95.53,Due,79.07,56,19,False
C0798,2024-10-04,27.14,Overdue,4.5,157,113,True
C0465,2024-06-20,87.23,Overdue,44.66,419,119,True
C0134,2025-01-14,141.8,Paid,19.73,329,137,False
C0369,2025-05-15,133.52,Paid,77.11,59,146,True
C0765,2024-08-09,58.95,Paid,52.4,455,56,True
C0418,2024-06-10,66.73,Paid,65.56,201,57,True
C0026,2024-09-19,15.12,Paid,49.17,4,47,True
C0495,2025-01-19,121.63,Overdue,51.66,96,191,False
C0193,2024-06-19,61.29,Paid,81.0,297,16,False
C0750,2025-03-05,29.16,Paid,32.73,290,123,False
C0068,2025-01-31,45.85,Paid,2.86,124,145,False
C0249,2025-05-07,72.01,Overdue,91.79,88,2,False
C0851,2024-10-27,121.18,Due,51.38,227,9,False
C0071,2024-06-12,142.33,Overdue,23.82,2,183,False
C0570,2024-07-27,168.75,Paid,6.82,493,144,False
C0564,2025-05-08,23.9,Overdue,97.92,305,78,True
C0395,2024-08-27,12.87,Paid,28.53,470,16,False
C0609,2024-07-07,155.65,Paid,94.07,371,52,False
C0184,2024-07-31,149.09,Due,88.97,490,115,True
C0728,2025-05-26,118.46,Paid,65.02,470,115,False
C0347,2024-08-23,116.16,Paid,24.3,33,12,False
C0704,2025-04-14,123.76,Due,87.01,72,17,True
C0483,2025-05-08,94.03,Due,5.65,167,23,False
C0738,2025-03-30,73.46,Due,76.85,133,97,False
C0448,2024-10-26,42.76,Paid,6.0,20,118,False
C0907,2024-10-25,171.97,Due,90.48,423,164,True
C0194,2024-09-01,93.08,Due,29.97,482,172,False
C0063,2025-05-30,40.98,Overdue,99.91,161,23,False
C0177,2025-01-18,96.0,Overdue,23.23,483,23,True
C0136,2024-06-09,112.44,Due,20.99,491,54,False
C0124,2024-10-12,41.29,Due,63.45,385,145,True
C0599,2024-11-24,131.21,Overdue,25.99,375,184,True
C0796,2024-08-22,185.49,Due,47.89,321,70,True
C0223,2024-06-22,121.34,Overdue,94.8,491,187,True
C0840,2024-07-27,196.77,Overdue,96.28,440,10,True
C0983,2024-08-04,44.62,Due,77.01,30,34,False
C0313,2024-06-15,66.88,Paid,91.32,133,8,False
C0888,2025-05-09,168.81,Overdue,38.91,388,53,True
C0204,2024-08-27,86.7,Due,45.08,457,107,True
C0786,2025-04-06,81.61,Overdue,17.61,260,44,False
C0983,2024-07-08,163.45,Paid,13.88,149,200,False
C0615,2024-06-12,129.2,Overdue,67.06,441,61,False
C0549,2024-10-11,195.96,Due,81.32,125,20,False
C0593,2024-11-04,184.03,Due,37.13,387,144,False
C0575,2024-06-19,47.62,Overdue,85.15,175,102,False
C0200,2024-09-17,100.54,Due,48.2,392,93,True
C0518,2024-09-26,163.22,Due,80.82,11,196,True
C0779,2024-10-06,105.26,Paid,41.24,298,23,False
C0391,2024-06-27,57.74,Paid,84.1,131,132,True
C0702,2025-03-23,62.01,Overdue,17.77,148,44,False
C0141,2024-09-16,180.93,Overdue,17.75,419,26,True
C0495,2024-09-26,106.89,Overdue,42.29,431,118,False
C0616,2024-09-12,125.82,Paid,32.84,13,97,True
C0419,2024-10-11,104.53,Overdue,80.84,77,141,False
C0511,2025-03-21,59.52,Overdue,96.48,335,151,False
C0026,2025-04-05,31.65,Paid,80.05,95,67,True
C0936,2025-01-22,140.34,Paid,93.97,204,58,True
C0750,2025-04-06,42.72,Overdue,64.05,72,139,False
C0601,2025-01-16,127.84,Overdue,85.36,428,108,False
C0563,2024-07-02,93.5,Overdue,87.13,93,34,True
C0646,2024-09-14,79.08,Due,56.23,353,140,False
C0560,2025-04-24,11.37,Due,67.54,40,0,False
C0220,2025-03-27,150.25,Overdue,62.26,482,60,True
C0333,2024-06-04,157.41,Due,29.62,250,129,True
C0489,2024-07-03,189.66,Overdue,7.06,228,52,True
C0401,2024-06-13,61.03,Due,2.15,350,138,False
C0302,2024-09-20,49.0,Paid,97.29,107,141,False
C0585,2024-11-03,104.29,Overdue,84.73,403,52,True
C0671,2024-10-29,25.47,Paid,9.37,169,174,False
C0193,2024-07-28,164.65,Due,2.42,304,111,True
C0154,2024-09-09,88.19,Due,91.07,275,35,False
C0166,2025-01-29,16.56,Overdue,15.77,200,86,True
C0199,2024-11-13,39.27,Overdue,92.09,40,91,True
C0871,2024-07-19,157.86,Paid,3.45,48,85,False
C0958,2025-05-26,93.56,Overdue,43.09,187,159,True
C0435,2024-11-05,108.87,Overdue,44.32,27,16,False
C0982,2024-12-11,132.1,Paid,91.06,240,197,False
C0164,2024-09-21,197.11,Due,31.51,36,117,True
C0401,2024-09-11,89.48,Due,13.33,435,45,False
C0429,2024-11-21,148.05,Paid,83.41,60,161,False
C0978,2024-10-14,103.7,Due,96.64,237,178,True
C0407,2024-12-14,35.71,Due,51.23,364,62,False
C0096,2024-11-17,107.17,Paid,25.39,133,58,True
C0531,2024-06-27,95.54,Overdue,34.47,231,82,True
C0044,2025-02-27,181.41,Paid,7.91,444,46,True
C0915,2025-04-19,169.13,Overdue,50.64,414,136,False
C0134,2024-11-20,22.3,Due,59.66,456,18,True
C0722,2025-01-28,156.63,Paid,2.52,36,165,True
C0895,2024-07-30,21.92,Overdue,12.47,451,105,True
C0827,2025-02-09,105.21,Due,5.49,27,172,False
C0648,2024-10-27,88.7,Overdue,42.69,56,152,False
C0647,2025-01-13,80.51,Paid,20.58,228,86,True
C0181,2024-08-05,14.57,Overdue,30.94,298,62,True
C0881,2025-04-10,170.82,Due,39.31,25,71,True
C0846,2025-03-09,172.49,Paid,22.58,453,138,True
C0348,2024-06-15,113.7,Paid,13.15,186,184,True
C0919,2024-07-30,105.65,Paid,70.89,54,12,False
C0488,2024-12-16,169.43,Paid,74.0,408,161,True
C0781,2025-01-25,99.64,Due,17.61,331,19,True
C0255,2025-01-05,39.53,Paid,17.08,55,24,False
C0286,2024-08-27,125.3,Due,83.96,19,15,True
C0887,2025-03-28,137.89,Paid,39.51,343,101,False
C0237,2024-08-17,132.97,Due,44.44,325,32,True
C0271,2025-02-10,73.25,Paid,35.08,274,105,False
C0376,2024-06-30,62.97,Overdue,47.15,286,69,False
C0732,2024-09-21,162.11,Paid,39.24,307,13,True
C0782,2024-08-28,125.46,Due,37.31,129,144,False
C0645,2024-08-14,89.83,Overdue,81.21,159,173,True
C0628,2024-12-07,141.98,Due,37.46,345,150,True
C0721,2025-03-20,32.43,Overdue,9.26,225,29,False
C0460,2025-06-01,134.65,Overdue,66.37,35,123,True
C0825,2025-05-16,90.28,Due,28.29,114,137,True
C0729,2025-04-03,90.17,Overdue,66.42,94,163,True
C0478,2024-08-05,104.69,Paid,95.75,48,180,True
C0364,2024-10-01,136.08,Due,43.94,386,96,False
C0844,2024-07-13,78.55,Paid,38.53,139,100,False
C0038,2024-07-21,162.49,Overdue,19.89,286,161,False
C0419,2025-01-06,185.1,Overdue,41.02,208,131,True
C0682,2024-07-31,196.54,Due,30.25,240,179,True
C0317,2024-12-17,190.45,Due,26.69,313,195,False
C0700,2024-07-29,140.57,Overdue,74.34,309,46,True
C0935,2024-09-16,148.89,Overdue,93.24,109,102,False
C0245,2024-10-03,165.26,Overdue,82.52,189,195,False
C0779,2024-08-10,60.5,Due,66.55,292,51,False
C0527,2025-02-18,194.47,Due,59.11,329,79,True
C0393,2025-04-12,78.75,Overdue,64.65,294,98,False
C0877,2024-12-04,111.83,Paid,36.04,413,131,False
C0634,2025-03-14,145.16,Due,72.49,486,2,False
C0411,2025-04-30,110.74,Overdue,12.6,110,192,False
C0601,2025-01-16,110.43,Paid,47.6,60,71,False
C0074,2024-08-08,21.62,Overdue,37.63,222,53,False
C0863,2024-08-15,186.31,Paid,98.47,40,20,True
C0863,2025-05-14,171.23,Due,5.91,487,172,True
C0533,2024-08-16,140.01,Overdue,18.09,54,43,True
C0842,2024-09-01,91.72,Due,74.38,380,122,False
C0020,2025-03-06,24.94,Paid,62.66,319,10,False
C0047,2024-07-11,22.58,Paid,52.53,454,155,False
C0052,2024-07-29,43.62,Due,54.73,387,129,False
C0071,2024-12-10,166.25,Paid,97.86,75,11,True
C0005,2024-06-06,113.7,Overdue,72.51,23,67,True
C0756,2025-01-02,124.55,Overdue,23.33,204,75,False
C0896,2024-12-12,192.12,Paid,58.6,221,3,False
C0980,2024-08-13,91.08,Due,83.28,47,174,False
C0775,2025-04-28,153.06,Paid,98.08,57,185,True
C0319,2024-08-01,38.0,Overdue,97.36,44,45,False
C0218,2024-10-09,49.96,Overdue,26.04,68,142,False
C0651,2024-11-24,20.88,Paid,44.71,422,186,False
C0036,2025-03-30,58.09,Overdue,43.0,348,126,False
C0283,2025-05-16,17.31,Due,18.39,442,59,False
C0426,2025-01-08,60.02,Due,61.0,280,117,True
C0705,2024-12-06,66.65,Overdue,1.24,349,11,True
C0742,2024-07-21,45.52,Paid,64.54,132,58,False
C0678,2024-06-17,89.57,Paid,96.48,5,151,True
C0863,2025-01-23,144.02,Overdue,20.03,1,90,False
C0746,2025-05-13,29.82,Overdue,38.98,376,190,True
C0493,2024-09-01,139.65,Overdue,48.71,278,41,False
C0818,2025-02-27,107.45,Paid,60.4,37,89,True
C0365,2024-10-30,36.59,Overdue,35.08,29,182,True
C0493,2025-03-24,199.57,Paid,49.45,414,11,False
C0445,2024-09-08,62.74,Paid,78.48,135,186,False
C0434,2024-11-01,193.73,Due,11.79,344,163,False
C0671,2024-12-06,116.93,Paid,71.74,255,174,True
C0946,2025-03-09,23.51,Overdue,70.59,32,1,False
C0065,2024-06-08,127.34,Due,28.12,366,10,False
C0833,2024-12-01,189.79,Overdue,83.87,318,59,False
C0615,2024-06-19,21.77,Paid,83.06,250,163,False
C0918,2025-04-27,126.13,Overdue,99.92,218,79,True
C0352,2025-05-17,140.16,Overdue,80.1,342,120,True
C0226,2024-09-10,107.26,Overdue,11.64,430,5,False
C0823,2025-02-06,162.23,Due,5.9,213,35,True
C0837,2024-08-23,121.87,Paid,81.35,31,69,True
C0719,2025-01-19,47.28,Paid,66.07,317,136,False
C0956,2024-11-30,51.73,Paid,96.32,419,24,True
C0623,2025-03-24,41.52,Due,43.9,338,101,True
C0044,2024-06-30,126.27,Paid,67.0,263,183,False
C0984,2025-01-31,116.7,Paid,1.65,360,82,False
C0277,2024-10-06,187.21,Due,75.87,354,175,True
